service_id,date,exception_type
9227,20190913,1
9227,20190920,1
9284,20191011,2
9284,20191018,2
9284,20191025,2
9284,20191101,2
11099,20191105,1
11099,20191106,1
11099,20191107,1
11099,20191108,1
11099,20191112,1
11099,20191113,1
11099,20191114,1
11099,20191115,1
11099,20191119,1
11099,20191120,1
11099,20191121,1
11099,20191122,1
11099,20191126,1
11099,20191127,1
11099,20191128,1
11099,20191129,1
10858,20191101,2
13844,20191008,1
13844,20191009,1
13844,20191010,1
13844,20191011,1
13844,20191015,1
13844,20191016,1
13844,20191017,1
13844,20191018,1
13844,20191022,1
13844,20191023,1
13844,20191024,1
13844,20191025,1
13844,20191104,1
13844,20191111,1
13844,20191118,1
13844,20191125,1
13844,20191101,2
9800,20190916,1
9800,20190923,1
9800,20190930,1
9800,20191125,1
3355,20191101,2
9799,20191007,1
9799,20191014,1
9799,20191028,1
9799,20191104,1
9799,20191118,1
13845,20190914,2
13845,20190921,2
13846,20191111,2
13846,20191101,2
13846,20190909,2
13846,20190910,2
13846,20190911,2
13846,20190912,2
13846,20190913,2
13846,20190916,2
13846,20190917,2
13846,20190918,2
13846,20190919,2
13846,20190920,2
13846,20190923,2
13846,20190924,2
13846,20190925,2
13846,20190926,2
13846,20190927,2
13847,20191111,2
13847,20191101,2
13847,20190909,2
13847,20190910,2
13847,20190911,2
13847,20190912,2
13847,20190913,2
13847,20190916,2
13847,20190917,2
13847,20190918,2
13847,20190919,2
13847,20190920,2
13847,20190923,2
13847,20190924,2
13847,20190925,2
13847,20190926,2
13847,20190927,2
13851,20191111,2
13851,20191101,2
13853,20191101,1
13853,20191111,1
13854,20191101,1
13854,20191111,1
13855,20191111,2
13855,20191101,2
4616,20191012,1
4616,20190928,1
4616,20191101,1
4616,20191102,1
13856,20191111,2
13856,20191101,2
13856,20190909,2
13856,20190910,2
13856,20190911,2
13856,20190912,2
13856,20190913,2
13856,20190916,2
13856,20190917,2
13856,20190918,2
13856,20190919,2
13856,20190920,2
13856,20190923,2
13856,20190924,2
13856,20190925,2
13856,20190926,2
13856,20190927,2
13857,20190902,1
13857,20190903,1
13857,20190904,1
13857,20190905,1
13857,20190906,1
13857,20190907,1
13857,20190930,1
13857,20191001,1
13857,20191002,1
13857,20191003,1
13857,20191004,1
13857,20191005,1
13857,20191014,1
13857,20191015,1
13857,20191016,1
13857,20191017,1
13857,20191018,1
13857,20191019,1
13857,20191021,1
13857,20191022,1
13857,20191023,1
13857,20191024,1
13857,20191025,1
13857,20191026,1
13857,20191007,1
13857,20191008,1
13857,20191009,1
13857,20191010,1
13857,20191011,1
13857,20191028,1
13857,20191029,1
13857,20191030,1
13857,20191031,1
13857,20191104,1
13857,20191105,1
13857,20191106,1
13857,20191107,1
13857,20191108,1
13857,20191111,2
13857,20191101,2
13858,20191111,2
13858,20191101,2
13859,20191111,2
13859,20191101,2
13859,20191104,2
13859,20191105,2
13859,20191106,2
13859,20191107,2
13859,20191108,2
13861,20191111,2
13861,20191101,2
13862,20190914,2
13862,20190921,2
13863,20191111,2
13863,20191101,2
13863,20190909,2
13863,20190910,2
13863,20190911,2
13863,20190912,2
13863,20190913,2
13863,20190916,2
13863,20190917,2
13863,20190918,2
13863,20190919,2
13863,20190920,2
13863,20190923,2
13863,20190924,2
13863,20190925,2
13863,20190926,2
13863,20190927,2
13864,20191111,2
13864,20191101,2
13864,20190909,2
13864,20190910,2
13864,20190911,2
13864,20190912,2
13864,20190913,2
13864,20190916,2
13864,20190917,2
13864,20190918,2
13864,20190919,2
13864,20190920,2
13864,20190923,2
13864,20190924,2
13864,20190925,2
13864,20190926,2
13864,20190927,2
13865,20191111,2
13865,20191101,2
13865,20190909,2
13865,20190910,2
13865,20190911,2
13865,20190912,2
13865,20190913,2
13865,20190916,2
13865,20190917,2
13865,20190918,2
13865,20190919,2
13865,20190920,2
13865,20190923,2
13865,20190924,2
13865,20190925,2
13865,20190926,2
13865,20190927,2
13866,20191111,2
13866,20191101,2
13866,20190909,2
13866,20190910,2
13866,20190911,2
13866,20190912,2
13866,20190913,2
13866,20190916,2
13866,20190917,2
13866,20190918,2
13866,20190919,2
13866,20190920,2
13866,20190923,2
13866,20190924,2
13866,20190925,2
13866,20190926,2
13866,20190927,2
13867,20191111,2
13867,20191101,2
13867,20190909,2
13867,20190910,2
13867,20190911,2
13867,20190912,2
13867,20190913,2
13867,20190916,2
13867,20190917,2
13867,20190918,2
13867,20190919,2
13867,20190920,2
13867,20190923,2
13867,20190924,2
13867,20190925,2
13867,20190926,2
13867,20190927,2
13869,20191101,1
13869,20191111,1
13871,20191111,2
13871,20191101,2
13873,20191111,2
13873,20191101,2
13874,20191101,1
13874,20191111,1
13875,20191111,2
13875,20191101,2
13876,20191101,1
13876,20191111,1
13877,20191111,2
13877,20191101,2
13877,20191104,2
13877,20191105,2
13877,20191106,2
13877,20191107,2
13877,20191108,2
13878,20191111,2
13878,20191101,2
11217,20191111,2
11217,20191028,2
11217,20191029,2
11217,20191030,2
11217,20191031,2
11214,20191012,2
11214,20191013,2
11214,20191019,2
11214,20191020,2
11214,20191109,2
11214,20191110,2
11216,20190901,1
11216,20190902,1
11216,20190903,1
11216,20190904,1
11216,20190905,1
11216,20190906,1
11216,20190907,1
11216,20190908,1
11216,20190909,1
11216,20190910,1
11216,20190911,1
11216,20190912,1
11216,20190913,1
11216,20190914,1
11216,20190915,1
11216,20190923,1
11216,20190924,1
11216,20190925,1
11216,20190926,1
11216,20190927,1
11216,20190928,1
11216,20190929,1
11216,20191005,1
11216,20191006,1
11216,20191021,1
11216,20191022,1
11216,20191023,1
11216,20191024,1
11216,20191025,1
11216,20191026,1
11216,20191027,1
11216,20191028,1
11216,20191029,1
11216,20191030,1
11216,20191031,1
11216,20191101,1
11216,20191102,1
11216,20191103,1
11216,20190922,1
11216,20190916,1
11216,20190917,1
11216,20190918,1
11216,20190919,1
11216,20190920,1
11216,20191014,1
11216,20191015,1
11216,20191016,1
11216,20191017,1
11216,20191018,1
11216,20191104,1
11216,20191105,1
11216,20191106,1
11216,20191107,1
11216,20191108,1
11216,20191111,2
11216,20190930,2
11216,20191001,2
11216,20191002,2
11216,20191003,2
11216,20191004,2
10863,20191101,2
10863,20191013,2
10863,20191020,2
10863,20191110,2
10818,20190901,1
10818,20190902,1
10818,20190903,1
10818,20190904,1
10818,20190905,1
10818,20190906,1
10818,20190907,1
10818,20190908,1
10818,20190909,1
10818,20190910,1
10818,20190911,1
10818,20190912,1
10818,20190913,1
10818,20190914,1
10818,20190915,1
10818,20191021,1
10818,20191022,1
10818,20191023,1
10818,20191024,1
10818,20191025,1
10818,20191026,1
10818,20191027,1
10818,20191028,1
10818,20191029,1
10818,20191030,1
10818,20191031,1
10818,20191101,1
10818,20191102,1
10818,20191103,1
10818,20190922,1
10818,20190928,1
10818,20190929,1
10818,20191005,1
10818,20191006,1
10818,20191014,1
10818,20191015,1
10818,20191016,1
10818,20191017,1
10818,20191018,1
10818,20191104,1
10818,20191105,1
10818,20191106,1
10818,20191107,1
10818,20191108,1
10818,20191111,2
10818,20190921,2
4883,20190922,1
4883,20190901,1
4883,20190902,1
4883,20190903,1
4883,20190904,1
4883,20190905,1
4883,20190906,1
4883,20190907,1
4883,20190908,1
4883,20190909,1
4883,20190910,1
4883,20190911,1
4883,20190912,1
4883,20190913,1
4883,20190914,1
4883,20190915,1
4883,20191111,2
4883,20191012,2
4883,20191013,2
4883,20191019,2
4883,20191020,2
4883,20191109,2
4883,20191110,2
10134,20191111,2
10134,20190930,2
10134,20191001,2
10134,20191002,2
10134,20191003,2
10134,20191101,2
10134,20190923,2
10134,20190924,2
10134,20190925,2
10134,20190926,2
10134,20190927,2
10342,20191109,1
10342,20191112,1
10342,20191113,1
10342,20191114,1
10342,20191115,1
10342,20191116,1
10342,20191117,1
10342,20191118,1
10342,20191119,1
10342,20191120,1
10342,20191121,1
10342,20191122,1
10342,20191123,1
10342,20191124,1
10342,20191125,1
10342,20191126,1
10342,20191127,1
10342,20191128,1
10342,20191129,1
10342,20191130,1
10342,20191111,2
10342,20191012,2
10342,20191013,2
10342,20191019,2
10342,20191020,2
9914,20191111,2
9914,20190921,2
9914,20191012,2
9914,20191019,2
11228,20191112,1
11228,20191111,2
11228,20190922,2
11228,20191110,2
3666,20191111,2
3666,20191021,2
3666,20191022,2
3666,20191023,2
3666,20191024,2
3666,20191025,2
3666,20191028,2
3666,20191029,2
3666,20191030,2
3666,20191031,2
3666,20191101,2
3808,20190922,1
3808,20190901,1
3808,20190902,1
3808,20190903,1
3808,20190904,1
3808,20190905,1
3808,20190906,1
3808,20190907,1
3808,20190908,1
3808,20190909,1
3808,20190910,1
3808,20190911,1
3808,20190912,1
3808,20190913,1
3808,20190914,1
3808,20190915,1
3808,20191012,2
3808,20191013,2
3808,20191019,2
3808,20191020,2
3808,20191109,2
3808,20191110,2
662,20191111,1
9874,20191111,2
9874,20191012,2
9874,20191013,2
9874,20191019,2
9874,20191020,2
9874,20191026,2
9874,20191027,2
9874,20191109,2
9874,20191110,2
3509,20191101,1
3509,20191111,1
3509,20191102,1
3509,20191103,1
3509,20191116,1
3509,20191117,1
3509,20191123,1
3509,20191124,1
3509,20191130,1
7369,20191101,1
7369,20191102,1
7369,20191116,1
7369,20191123,1
7369,20191130,1
5485,20191012,2
5485,20191013,2
5485,20191019,2
5485,20191020,2
5485,20191026,2
5485,20191027,2
5485,20191109,2
5485,20191110,2
3945,20191111,2
3945,20191012,2
3945,20191019,2
3945,20191026,2
3945,20191109,2
11208,20191109,1
11208,20191112,1
11208,20191113,1
11208,20191114,1
11208,20191115,1
11208,20191116,1
11208,20191117,1
11208,20191118,1
11208,20191119,1
11208,20191120,1
11208,20191121,1
11208,20191122,1
11208,20191123,1
11208,20191124,1
11208,20191125,1
11208,20191126,1
11208,20191127,1
11208,20191128,1
11208,20191129,1
11208,20191130,1
11208,20191111,2
11208,20191012,2
11208,20191013,2
11208,20191019,2
11208,20191020,2
11208,20191026,2
11208,20191027,2
7561,20190901,1
7561,20190902,1
7561,20190903,1
7561,20190904,1
7561,20190905,1
7561,20190906,1
7561,20190907,1
7561,20190908,1
7561,20190909,1
7561,20190910,1
7561,20190911,1
7561,20190912,1
7561,20190913,1
7561,20190914,1
7561,20190915,1
7561,20190930,1
7561,20191001,1
7561,20191002,1
7561,20191003,1
7561,20191004,1
7561,20191005,1
7561,20191006,1
7561,20191028,1
7561,20191029,1
7561,20191030,1
7561,20191031,1
7561,20191101,1
7561,20191102,1
7561,20191103,1
7561,20191007,1
7561,20191008,1
7561,20191009,1
7561,20191010,1
7561,20191011,1
7561,20191014,1
7561,20191015,1
7561,20191016,1
7561,20191017,1
7561,20191018,1
7561,20191021,1
7561,20191022,1
7561,20191023,1
7561,20191024,1
7561,20191025,1
7561,20191104,1
7561,20191105,1
7561,20191106,1
7561,20191107,1
7561,20191108,1
7561,20190921,1
7561,20190922,1
7561,20190928,1
7561,20190929,1
7561,20191111,2
11224,20190901,1
11224,20190902,1
11224,20190903,1
11224,20190904,1
11224,20190905,1
11224,20190906,1
11224,20190907,1
11224,20190908,1
11224,20190909,1
11224,20190910,1
11224,20190911,1
11224,20190912,1
11224,20190913,1
11224,20190914,1
11224,20190915,1
11224,20191028,1
11224,20191029,1
11224,20191030,1
11224,20191031,1
11224,20191101,1
11224,20191102,1
11224,20191103,1
11224,20190921,1
11224,20190922,1
11224,20190928,1
11224,20190929,1
11224,20191005,1
11224,20191006,1
11224,20191014,1
11224,20191015,1
11224,20191016,1
11224,20191017,1
11224,20191018,1
11224,20191021,1
11224,20191022,1
11224,20191023,1
11224,20191024,1
11224,20191025,1
11224,20191104,1
11224,20191105,1
11224,20191106,1
11224,20191107,1
11224,20191108,1
11224,20191111,2
4866,20191117,1
4866,20191118,1
4866,20191119,1
4866,20191120,1
4866,20191121,1
4866,20191122,1
4866,20191124,1
4866,20191125,1
4866,20191126,1
4866,20191127,1
4866,20191128,1
4866,20191129,1
4866,20191007,1
4866,20191008,1
4866,20191009,1
4866,20191010,1
4866,20191011,1
4866,20191014,1
4866,20191015,1
4866,20191016,1
4866,20191017,1
4866,20191018,1
4866,20191021,1
4866,20191022,1
4866,20191023,1
4866,20191024,1
4866,20191025,1
4866,20191028,1
4866,20191029,1
4866,20191030,1
4866,20191031,1
4866,20191111,2
4866,20191112,2
4866,20191113,2
4866,20191114,2
4866,20191115,2
4866,20191101,2
4867,20191103,1
11632,20191111,2
11632,20191101,2
11632,20190924,2
11632,20190925,2
11632,20190926,2
11632,20190927,2
5520,20191013,2
5520,20191020,2
5520,20191027,2
5520,20191110,2
8918,20190916,1
8918,20190917,1
8918,20190918,1
8918,20190919,1
8918,20190920,1
8918,20190922,1
8918,20190901,1
8918,20190902,1
8918,20190903,1
8918,20190904,1
8918,20190905,1
8918,20190906,1
8918,20190909,1
8918,20190910,1
8918,20190911,1
8918,20190912,1
8918,20190913,1
8918,20190923,1
8918,20190924,1
8918,20190925,1
8918,20190926,1
8918,20190927,1
8918,20190930,1
8918,20191001,1
8918,20191002,1
8918,20191003,1
8918,20191004,1
4248,20190921,1
5451,20191101,2
3078,20191101,1
3078,20190922,1
3078,20190901,1
2851,20191101,2
8955,20190921,1
8878,20190916,1
8878,20190917,1
8878,20190918,1
8878,20190919,1
8878,20190920,1
8878,20190922,1
8878,20190901,1
8878,20190902,1
8878,20190903,1
8878,20190904,1
8878,20190905,1
8878,20190906,1
8878,20190909,1
8878,20190910,1
8878,20190911,1
8878,20190912,1
8878,20190913,1
8878,20190923,1
8878,20190924,1
8878,20190925,1
8878,20190926,1
8878,20190927,1
8878,20190930,1
8878,20191001,1
8878,20191002,1
8878,20191003,1
8878,20191004,1
10000,20190916,1
10000,20190917,1
10000,20190918,1
10000,20190919,1
10000,20190920,1
10000,20190921,1
10000,20190902,1
10000,20190903,1
10000,20190904,1
10000,20190905,1
10000,20190906,1
10000,20190909,1
10000,20190910,1
10000,20190911,1
10000,20190912,1
10000,20190913,1
10000,20190923,1
10000,20190924,1
10000,20190925,1
10000,20190926,1
10000,20190927,1
10000,20190930,1
10000,20191001,1
10000,20191002,1
10000,20191003,1
10000,20191004,1
10000,20191101,2
3080,20191101,1
3080,20190921,1
3080,20190922,1
3080,20190901,1
9622,20190926,1
6248,20190916,1
6248,20190917,1
6248,20190918,1
6248,20190919,1
6248,20190920,1
6248,20190921,1
6248,20190902,1
6248,20190903,1
6248,20190904,1
6248,20190905,1
6248,20190906,1
6248,20190909,1
6248,20190910,1
6248,20190911,1
6248,20190912,1
6248,20190913,1
6248,20190923,1
6248,20190924,1
6248,20190925,1
6248,20190926,1
6248,20190927,1
6248,20190930,1
6248,20191001,1
6248,20191002,1
6248,20191003,1
6248,20191004,1
6248,20191101,2
2850,20190921,1
2981,20190930,1
2981,20191001,1
2981,20191002,1
2981,20191003,1
2981,20191004,1
9623,20190901,1
9623,20190902,1
9623,20190903,1
9623,20190904,1
9623,20190905,1
9623,20190906,1
9623,20190922,1
9623,20190908,2
11512,20190901,1
11512,20190902,1
11512,20190903,1
11512,20190904,1
11512,20190905,1
11512,20190906,1
11512,20190921,1
11512,20190922,1
11512,20190907,2
11512,20190908,2
13880,20191101,1
13880,20190922,1
13880,20191117,1
13880,20191124,1
13880,20190901,1
13881,20191101,1
13881,20190921,1
13881,20190922,1
13881,20191116,1
13881,20191117,1
13881,20191123,1
13881,20191124,1
13881,20191130,1
13881,20190901,1
13882,20190928,2
13882,20191005,2
13882,20191109,2
7591,20190916,1
7591,20190917,1
7591,20190918,1
7591,20190919,1
7591,20190920,1
7591,20190921,1
7591,20190922,1
7591,20190901,1
7591,20190902,1
7591,20190903,1
7591,20190904,1
7591,20190905,1
7591,20190906,1
7591,20190909,1
7591,20190910,1
7591,20190911,1
7591,20190912,1
7591,20190913,1
7591,20190923,1
7591,20190924,1
7591,20190925,1
7591,20190926,1
7591,20190927,1
7591,20190930,1
7591,20191001,1
7591,20191002,1
7591,20191003,1
7591,20191004,1
13883,20190928,2
13883,20191005,2
13883,20191109,2
5726,20191101,1
5726,20190921,1
5726,20190922,1
5726,20190901,1
6472,20191111,1
6472,20191102,2
6472,20191103,2
2871,20191101,1
6471,20191111,2
6471,20191101,2
6471,20191007,2
6471,20191008,2
6471,20191009,2
6471,20191010,2
6471,20191011,2
6471,20191014,2
6471,20191015,2
6471,20191016,2
6471,20191017,2
6471,20191018,2
6471,20191021,2
6471,20191022,2
6471,20191023,2
6471,20191024,2
6471,20191025,2
9911,20191007,2
9911,20191008,2
9911,20191009,2
9911,20191010,2
9911,20191011,2
9911,20191014,2
9911,20191015,2
9911,20191016,2
9911,20191017,2
9911,20191018,2
9911,20191021,2
9911,20191022,2
9911,20191023,2
9911,20191024,2
9911,20191025,2
13884,20191101,1
13885,20191101,1
13885,20191111,1
13886,20191111,2
13886,20191101,2
13886,20191007,2
13886,20191008,2
13886,20191009,2
13886,20191010,2
13886,20191011,2
13886,20191014,2
13886,20191015,2
13886,20191016,2
13886,20191017,2
13886,20191018,2
13886,20191021,2
13886,20191022,2
13886,20191023,2
13886,20191024,2
13886,20191025,2
2857,20191111,2
2857,20191101,2
4869,20191111,1
8463,20191111,2
8463,20191007,2
8463,20191008,2
8463,20191009,2
8463,20191010,2
8463,20191011,2
8463,20191014,2
8463,20191015,2
8463,20191016,2
8463,20191017,2
8463,20191018,2
8463,20191021,2
8463,20191022,2
8463,20191023,2
8463,20191024,2
8463,20191025,2
13887,20191111,2
13887,20191101,2
5057,20191111,2
13888,20191101,1
13888,20191111,1
13890,20191111,2
13890,20191101,2
13891,20191111,2
13893,20191111,2
13893,20191101,2
13895,20191111,2
13895,20191101,2
13896,20191101,1
13896,20191111,1
13899,20191101,1
13899,20191111,1
13900,20191111,2
13900,20191101,2
13901,20191111,2
13901,20191101,2
13902,20191111,2
13902,20191101,2
13903,20191101,1
13903,20191111,1
13904,20191101,2
13905,20191111,1
13905,20191020,2
13905,20191027,2
13905,20191103,2
13907,20191111,2
13908,20191111,1
13908,20191020,2
13908,20191027,2
13908,20191103,2
13910,20191101,2
13911,20191101,2
13913,20191101,1
13913,20191111,1
13914,20191111,2
13914,20191101,2
13915,20191111,2
13915,20191101,2
13916,20191111,2
13917,20191111,2
13917,20191101,2
13918,20191101,1
13918,20191111,1
13919,20191101,1
13919,20191111,1
13920,20191111,2
13920,20191101,2
3443,20191025,2
2858,20191112,1
2858,20191111,2
2638,20190901,1
9970,20191007,1
9970,20191008,1
9970,20191009,1
9970,20191010,1
9970,20191011,1
9970,20191012,1
9970,20191013,1
9970,20191021,1
9970,20191022,1
9970,20191023,1
9970,20191024,1
9970,20191025,1
9970,20191026,1
9970,20191027,1
9970,20191028,1
9970,20191029,1
9970,20191030,1
9970,20191031,1
9970,20191101,1
9970,20191102,1
9970,20191103,1
9970,20190923,1
9970,20190924,1
9970,20190925,1
9970,20190926,1
9970,20190927,1
9970,20190930,1
9970,20191001,1
9970,20191002,1
9970,20191003,1
9970,20191004,1
9970,20191014,1
9970,20191015,1
9970,20191016,1
9970,20191017,1
9970,20191018,1
9970,20191111,1
9970,20191109,1
9970,20191110,1
9970,20191116,1
9970,20191117,1
9970,20191123,1
9970,20191124,1
9970,20191130,1
3132,20191111,2
3132,20191101,2
384,20190901,1
384,20191019,1
384,20191020,1
2609,20191111,1
2609,20191110,2
3071,20191111,2
2859,20191112,2
2237,20190923,1
11642,20190923,2
13922,20191111,2
13922,20191101,2
13923,20191101,1
13923,20191111,1
13924,20191111,2
13924,20191101,2
13925,20191111,2
13925,20191101,2
13926,20191111,2
13926,20191101,2
13927,20191111,2
13927,20191101,2
13928,20191101,1
13928,20191111,1
13929,20191111,2
13929,20191101,2
13930,20191111,2
13930,20191101,2
13931,20191111,2
13931,20191101,2
13933,20191111,2
13933,20191101,2
13934,20191111,2
13934,20191101,2
13935,20191111,2
13935,20191101,2
13938,20191111,2
13938,20191101,2
13939,20191111,2
13939,20191101,2
13940,20191101,1
13940,20191111,1
13941,20191111,2
13941,20191101,2
13942,20191111,2
13942,20191021,2
13942,20191022,2
13942,20191024,2
13942,20191025,2
13942,20191028,2
13942,20191029,2
13942,20191031,2
13942,20191101,2
13943,20191111,2
13943,20191101,2
13944,20191111,2
13944,20191101,2
13945,20191111,2
13945,20191101,2
13946,20191111,2
13946,20191101,2
13948,20191111,2
13948,20191101,2
13950,20191101,1
13950,20191111,1
13951,20191111,2
13951,20191101,2
13952,20191111,2
13952,20191101,2
13953,20191111,2
13953,20191101,2
13954,20191111,2
13954,20191101,2
13955,20191111,2
13955,20191101,2
13956,20191101,1
13956,20191111,1
13957,20191111,2
13957,20191101,2
13958,20191111,2
13958,20191101,2
13959,20191111,2
13959,20191101,2
13961,20191111,2
13961,20191101,2
3592,20191111,2
3592,20191101,2
3592,20190930,2
3592,20191001,2
3592,20191002,2
3592,20191003,2
3592,20191004,2
3592,20191007,2
3592,20191008,2
3592,20191009,2
3592,20191010,2
3592,20191011,2
3592,20191014,2
3592,20191015,2
3592,20191016,2
3592,20191017,2
3592,20191018,2
3689,20191101,1
3689,20191111,1
2870,20191101,2
8499,20190901,1
3868,20191111,2
6281,20191111,2
6281,20191101,2
3579,20190930,2
3579,20191001,2
3579,20191002,2
3579,20191003,2
3579,20191004,2
3579,20191007,2
3579,20191008,2
3579,20191009,2
3579,20191010,2
3579,20191011,2
3579,20191014,2
3579,20191015,2
3579,20191016,2
3579,20191017,2
3579,20191018,2
8582,20190930,2
8582,20191001,2
8582,20191002,2
8582,20191003,2
8582,20191004,2
8582,20191007,2
8582,20191008,2
8582,20191009,2
8582,20191010,2
8582,20191011,2
8582,20191014,2
8582,20191015,2
8582,20191016,2
8582,20191017,2
8582,20191018,2
8206,20191101,1
3807,20191111,2
3807,20190930,2
3807,20191001,2
3807,20191002,2
3807,20191003,2
3807,20191004,2
3807,20191007,2
3807,20191008,2
3807,20191009,2
3807,20191010,2
3807,20191011,2
3807,20191014,2
3807,20191015,2
3807,20191016,2
3807,20191017,2
3807,20191018,2
3980,20191111,2
3980,20191101,2
3980,20190930,2
3980,20191001,2
3980,20191002,2
3980,20191003,2
3980,20191004,2
3980,20191007,2
3980,20191008,2
3980,20191009,2
3980,20191010,2
3980,20191011,2
3980,20191014,2
3980,20191015,2
3980,20191016,2
3980,20191017,2
3980,20191018,2
9653,20191111,2
9653,20191101,2
3324,20191101,1
3324,20191111,1
4393,20191111,2
4393,20191101,2
4393,20191007,2
4393,20191008,2
4393,20191009,2
4393,20191010,2
4393,20191011,2
4393,20191014,2
4393,20191015,2
4393,20191016,2
4393,20191017,2
4393,20191018,2
13964,20191111,2
13964,20191101,2
11863,20191031,1
13965,20191101,1
13965,20191111,1
4823,20191101,1
4823,20191031,2
4823,20190915,2
13966,20191111,2
13966,20191031,2
10900,20191031,1
10900,20191101,2
4209,20191111,2
4209,20191101,2
4209,20191007,2
4209,20191008,2
4209,20191009,2
4209,20191010,2
4209,20191011,2
4209,20191014,2
4209,20191015,2
4209,20191016,2
4209,20191017,2
4209,20191018,2
6901,20191101,1
13967,20191111,2
13967,20191031,2
13968,20191111,2
13968,20191022,2
13968,20191023,2
13968,20191024,2
13968,20191029,2
13968,20191030,2
13968,20191031,2
13968,20191101,2
13969,20191111,2
13969,20191022,2
13969,20191023,2
13969,20191024,2
13969,20191029,2
13969,20191030,2
13969,20191031,2
13969,20191101,2
13970,20191111,2
13970,20191022,2
13970,20191023,2
13970,20191024,2
13970,20191029,2
13970,20191030,2
13970,20191031,2
13970,20191101,2
13971,20191111,2
13971,20191022,2
13971,20191023,2
13971,20191024,2
13971,20191029,2
13971,20191030,2
13971,20191031,2
13971,20191101,2
13972,20191111,2
13972,20191022,2
13972,20191023,2
13972,20191024,2
13972,20191029,2
13972,20191030,2
13972,20191031,2
13972,20191101,2
13973,20191111,2
13973,20191022,2
13973,20191023,2
13973,20191024,2
13973,20191029,2
13973,20191030,2
13973,20191031,2
13973,20191101,2
4038,20191111,2
4038,20191101,2
5812,20191111,2
5812,20191014,2
5812,20191015,2
5812,20191016,2
5812,20191017,2
5812,20191018,2
5812,20191021,2
5812,20191022,2
5812,20191023,2
5812,20191024,2
5812,20191025,2
4308,20191111,2
4308,20191101,2
11466,20191111,2
11466,20191101,2
6519,20191111,2
5124,20191111,2
5124,20191101,2
4912,20191101,1
9908,20191007,2
9908,20191028,2
9908,20191104,2
9908,20191111,2
9909,20191007,1
9909,20191104,1
9909,20191105,1
9909,20191106,1
9909,20191107,1
9909,20191108,1
9909,20191112,1
9909,20191113,1
9909,20191114,1
9909,20191115,1
9909,20191119,1
9909,20191120,1
9909,20191121,1
9909,20191122,1
9909,20191126,1
9909,20191127,1
9909,20191128,1
9909,20191129,1
9909,20191101,2
9900,20191111,2
11334,20191111,2
11334,20190909,2
11334,20190910,2
11334,20190911,2
11334,20190912,2
11334,20190913,2
11334,20191021,2
11334,20191022,2
11334,20191023,2
11334,20191024,2
11334,20191025,2
11334,20191028,2
11334,20191029,2
11334,20191030,2
11334,20191031,2
11334,20191101,2
2737,20191111,2
2737,20191021,2
2737,20191022,2
2737,20191023,2
2737,20191024,2
2737,20191025,2
2737,20191028,2
2737,20191029,2
2737,20191030,2
2737,20191031,2
2737,20191101,2
11326,20191028,2
11326,20191029,2
11326,20191030,2
11326,20191031,2
11326,20191021,2
11326,20191022,2
11326,20191023,2
11326,20191024,2
11326,20191025,2
4154,20191111,2
4154,20191021,2
4154,20191022,2
4154,20191023,2
4154,20191024,2
4154,20191025,2
4154,20191028,2
4154,20191029,2
4154,20191030,2
4154,20191031,2
4154,20191101,2
10083,20191111,2
10083,20191021,2
10083,20191022,2
10083,20191023,2
10083,20191024,2
10083,20191025,2
10083,20191028,2
10083,20191029,2
10083,20191030,2
10083,20191031,2
10083,20191101,2
3119,20191101,1
3119,20191111,1
9472,20191028,2
9472,20191029,2
9472,20191030,2
9472,20191031,2
9472,20191021,2
9472,20191022,2
9472,20191023,2
9472,20191024,2
9472,20191025,2
13974,20191111,2
13974,20191101,2
13975,20191111,2
13975,20191021,2
13975,20191022,2
13975,20191023,2
13975,20191024,2
13975,20191028,2
13975,20191029,2
13975,20191030,2
13975,20191031,2
13975,20191101,2
13976,20191111,1
13977,20191111,2
13977,20191021,2
13977,20191022,2
13977,20191023,2
13977,20191024,2
13977,20191025,2
13977,20191028,2
13977,20191029,2
13977,20191030,2
13977,20191031,2
13977,20191101,2
13978,20191111,2
13978,20191028,2
13978,20191029,2
13978,20191030,2
13978,20191031,2
13978,20191021,2
13978,20191022,2
13978,20191023,2
13978,20191024,2
13978,20191025,2
13979,20191101,2
13980,20191111,2
13980,20191021,2
13980,20191022,2
13980,20191023,2
13980,20191024,2
13980,20191028,2
13980,20191029,2
13980,20191030,2
13980,20191031,2
13980,20191101,2
13981,20191101,1
13982,20191101,1
13983,20191101,1
13983,20191111,1
13984,20191111,2
13984,20191021,2
13984,20191022,2
13984,20191023,2
13984,20191024,2
13984,20191028,2
13984,20191029,2
13984,20191030,2
13984,20191031,2
13984,20191101,2
13985,20191111,2
13985,20191031,2
13986,20191111,1
13987,20191111,2
13987,20191101,2
13988,20191111,2
13988,20191031,2
13989,20191101,1
13989,20191031,2
13989,20191111,2
13990,20191031,1
13990,20191101,2
13991,20191031,2
13992,20190916,2
13992,20190917,2
13992,20190918,2
13992,20190919,2
13992,20190923,2
13992,20190924,2
13992,20190925,2
13992,20190926,2
13992,20191021,2
13992,20191022,2
13992,20191023,2
13992,20191024,2
13992,20191028,2
13992,20191029,2
13992,20191030,2
13992,20191031,2
13993,20191111,2
13993,20191101,2
13994,20191031,2
13994,20191111,2
13995,20191101,1
13996,20191031,1
13996,20191101,2
13997,20191101,1
13998,20191111,2
13999,20191111,2
13999,20191101,2
14000,20191111,2
